application_id,destination_country,visa_type,nationality,application_date,decision_date,processing_time_days,visa_status,processing_center,biometric_required,interview_required,application_mode
VISA001032,USA,Work,Philippines,2022-02-11,2022-04-07,55,Approved,Sao Paulo,Yes,Yes,Online
VISA001033,UK,Student,Brazil,2022-03-30,2022-05-17,48,Approved,Bengaluru,No,No,Online
VISA001034,Australia,Student,China,2023-02-06,2023-04-03,56,Approved,Chennai,Yes,Yes,Offline
VISA001035,Australia,Work,Philippines,2022-10-23,2022-12-20,58,Approved,Mumbai,Yes,Yes,Online
VISA001036,UK,Work,Nigeria,2022-10-22,2022-11-14,23,Approved,Manila,Yes,No,Online
VISA001037,Canada,Tourist,Bangladesh,2023-09-08,2023-11-21,74,Rejected,Dhaka,Yes,No,Online
VISA001038,Canada,Visiting,India,2023-06-10,2023-07-27,47,Approved,Chennai,Yes,Yes,Online
VISA001039,Australia,Student,India,2023-11-22,2024-01-03,42,Approved,Mumbai,Yes,No,Offline
VISA001040,USA,Visiting,Bangladesh,2023-09-29,2023-11-26,58,Approved,Shanghai,Yes,No,Online
VISA001041,Canada,Student,Brazil,2023-02-26,2023-04-23,56,Approved,Mumbai,Yes,Yes,Offline
VISA001042,USA,Student,China,2022-01-23,2022-04-05,72,Rejected,Sao Paulo,Yes,No,Online
VISA001043,Canada,Visiting,Brazil,2023-07-29,2023-09-26,59,Approved,Beijing,Yes,Yes,Online
VISA001044,Canada,Work,India,2022-05-23,2022-08-03,72,Rejected,Chennai,Yes,Yes,Online
VISA001045,USA,Tourist,Philippines,2023-10-27,2023-12-06,40,Approved,Shanghai,Yes,Yes,Online
VISA001046,UK,Student,Bangladesh,2022-05-25,2022-07-21,57,Approved,Sao Paulo,No,Yes,Offline
VISA001047,Canada,Work,Bangladesh,2022-08-13,2022-09-20,38,Approved,Manila,Yes,Yes,Online
VISA001048,Canada,Student,Brazil,2023-05-18,2023-07-13,56,Approved,Mumbai,Yes,No,Offline
VISA001049,USA,Tourist,Philippines,2023-09-08,2023-10-31,53,Approved,Shanghai,Yes,No,Online
VISA001050,UK,Student,Brazil,2022-04-14,2022-06-05,52,Approved,Sao Paulo,Yes,Yes,Online
VISA001051,Canada,Tourist,China,2022-02-08,2022-04-01,52,Approved,Beijing,No,No,Online
VISA001052,Canada,Tourist,Nigeria,2022-07-17,2022-09-21,66,Rejected,Mumbai,Yes,Yes,Online
VISA001053,UK,Student,Philippines,2023-10-08,2023-11-07,30,Approved,Manila,No,Yes,Online
VISA001054,Canada,Student,Nigeria,2023-08-02,2023-09-12,41,Approved,Beijing,No,No,Online
VISA001055,UK,Tourist,China,2023-01-26,2023-03-21,54,Approved,Bengaluru,Yes,Yes,Offline
VISA001056,UK,Work,Nigeria,2022-06-28,2022-08-04,37,Approved,Sao Paulo,Yes,Yes,Online
VISA001057,USA,Visiting,India,2023-07-08,2023-09-01,55,Approved,Mumbai,Yes,No,Online
VISA001058,Australia,Tourist,Nigeria,2023-03-24,2023-05-17,54,Approved,Mumbai,Yes,Yes,Online
VISA001059,UK,Student,China,2023-05-15,2023-06-17,33,Approved,Shanghai,Yes,No,Online
VISA001060,USA,Student,Nigeria,2022-01-15,2022-02-17,33,Approved,Manila,Yes,Yes,Offline
VISA001061,Australia,Work,Bangladesh,2023-09-15,2023-09-30,15,Approved,Dhaka,Yes,Yes,Online
VISA001062,Canada,Visiting,Brazil,2023-10-31,2023-12-06,36,Approved,Bengaluru,Yes,Yes,Online
VISA001063,Australia,Tourist,India,2022-10-16,2022-12-10,55,Approved,Beijing,Yes,Yes,Online
VISA001064,UK,Tourist,Bangladesh,2023-04-23,2023-06-19,57,Approved,Chennai,No,Yes,Online
VISA001065,UK,Visiting,Bangladesh,2022-08-19,2022-10-16,58,Approved,Chennai,Yes,Yes,Online
VISA001066,UK,Tourist,China,2023-02-24,2023-04-08,43,Approved,Mumbai,No,No,Online
VISA001067,UK,Visiting,Brazil,2022-06-06,2022-07-30,54,Approved,Shanghai,Yes,No,Online
VISA001068,UK,Student,Brazil,2023-07-04,2023-09-02,60,Approved,Abuja,Yes,Yes,Online
VISA001069,USA,Visiting,Philippines,2023-03-17,2023-04-21,35,Approved,Mumbai,Yes,Yes,Offline
VISA001070,UK,Tourist,India,2022-04-07,2022-06-02,56,Approved,Chennai,Yes,Yes,Online
VISA001071,USA,Visiting,China,2023-02-15,2023-04-20,64,Approved,Chennai,Yes,No,Offline
VISA001072,Canada,Work,India,2022-10-16,2022-12-02,47,Approved,Bengaluru,Yes,No,Online
VISA001073,UK,Student,Philippines,2022-09-11,2022-11-20,70,Rejected,Abuja,No,Yes,Offline
VISA001074,UK,Student,Nigeria,2022-07-15,2022-08-31,47,Approved,Mumbai,Yes,No,Online
VISA001075,Australia,Visiting,Bangladesh,2023-08-21,2023-10-02,42,Approved,Bengaluru,Yes,Yes,Online
VISA001076,Canada,Tourist,India,2023-06-06,2023-08-08,63,Approved,Shanghai,No,Yes,Online
VISA001077,UK,Work,Bangladesh,2023-06-01,2023-08-25,85,Rejected,Bengaluru,No,Yes,Online
VISA001078,UK,Student,China,2023-09-27,2023-11-22,56,Approved,Mumbai,Yes,Yes,Online
VISA001079,Canada,Student,Nigeria,2022-04-28,2022-07-01,64,Approved,Sao Paulo,Yes,Yes,Online
VISA001080,USA,Tourist,China,2022-06-08,2022-07-25,47,Approved,Dhaka,No,Yes,Online
VISA001081,UK,Tourist,Nigeria,2022-08-16,2022-09-21,36,Approved,Mumbai,Yes,No,Online
VISA001082,Australia,Work,Nigeria,2022-08-04,2022-09-30,57,Approved,Manila,Yes,Yes,Online
VISA001083,UK,Visiting,Bangladesh,2023-11-27,2024-01-25,59,Approved,Chennai,Yes,Yes,Offline
VISA001084,Australia,Tourist,China,2022-01-15,2022-03-05,49,Approved,Abuja,No,Yes,Online
VISA001085,Australia,Visiting,China,2022-06-06,2022-08-09,64,Approved,Abuja,Yes,Yes,Online
VISA001086,UK,Work,India,2023-10-10,2023-11-24,45,Approved,Dhaka,No,Yes,Online
VISA001087,UK,Visiting,China,2022-09-18,2022-10-29,41,Approved,Manila,Yes,Yes,Online
VISA001088,Australia,Student,India,2022-06-06,2022-08-15,70,Rejected,Chennai,No,Yes,Online
VISA001089,Canada,Visiting,Brazil,2022-02-16,2022-04-27,70,Rejected,Abuja,Yes,Yes,Offline
VISA001090,Canada,Work,Brazil,2022-11-20,2023-01-04,45,Approved,Manila,Yes,Yes,Online
VISA001091,UK,Work,Brazil,2023-11-16,2024-02-04,80,Rejected,Bengaluru,No,Yes,Online
VISA001092,USA,Work,Philippines,2022-05-10,2022-06-29,50,Approved,Mumbai,Yes,No,Online
VISA001093,Canada,Visiting,China,2023-02-15,2023-04-12,56,Approved,Mumbai,Yes,No,Online
VISA001094,UK,Student,Philippines,2022-04-05,2022-05-28,53,Approved,Sao Paulo,Yes,Yes,Offline
VISA001095,Canada,Tourist,China,2023-09-19,2023-11-20,62,Approved,Chennai,Yes,Yes,Offline
VISA001096,USA,Student,India,2022-10-19,2022-12-17,59,Approved,Manila,Yes,Yes,Online
VISA001097,UK,Visiting,Philippines,2022-10-10,2022-12-07,58,Approved,Beijing,Yes,Yes,Online
VISA001098,USA,Visiting,Philippines,2022-03-10,2022-04-18,39,Approved,Abuja,Yes,Yes,Online
VISA001099,UK,Tourist,Philippines,2023-10-22,2023-11-20,29,Approved,Shanghai,Yes,Yes,Online
VISA001100,USA,Visiting,Nigeria,2022-01-11,2022-03-24,72,Rejected,Shanghai,Yes,Yes,Online
VISA001101,Canada,Work,India,2022-09-11,2022-10-27,46,Approved,Mumbai,Yes,No,Online
VISA001102,Canada,Work,Brazil,2023-07-04,2023-08-27,54,Approved,Beijing,No,Yes,Online
VISA001103,USA,Work,India,2022-05-14,2022-07-12,59,Approved,Shanghai,Yes,Yes,Online
VISA001104,USA,Work,Nigeria,2023-12-13,2024-03-01,79,Rejected,Dhaka,Yes,Yes,Online
VISA001105,USA,Work,China,2022-01-23,2022-03-21,57,Approved,Dhaka,No,No,Offline
VISA001106,UK,Visiting,India,2022-12-12,2023-01-30,49,Approved,Chennai,Yes,No,Online
VISA001107,Canada,Tourist,Philippines,2022-10-29,2022-12-15,47,Approved,Beijing,No,Yes,Offline
VISA001108,UK,Tourist,Brazil,2022-12-29,2023-02-21,54,Approved,Dhaka,No,No,Online
VISA001109,Canada,Work,Brazil,2023-01-31,2023-03-13,41,Approved,Dhaka,No,Yes,Online
VISA001110,Australia,Visiting,China,2022-08-06,2022-09-30,55,Approved,Mumbai,Yes,No,Offline
VISA001111,UK,Student,India,2022-05-21,2022-07-14,54,Approved,Shanghai,No,No,Offline
VISA001112,Canada,Student,Nigeria,2023-09-08,2023-11-26,79,Rejected,Chennai,No,Yes,Online
VISA001113,Canada,Visiting,China,2022-07-29,2022-09-20,53,Approved,Manila,Yes,No,Online
VISA001114,UK,Work,India,2023-09-15,2023-10-11,26,Approved,Bengaluru,Yes,Yes,Offline
VISA001115,UK,Tourist,Bangladesh,2023-09-08,2023-12-12,95,Rejected,Abuja,Yes,Yes,Online
VISA001116,Canada,Visiting,Brazil,2023-11-14,2024-01-22,69,Rejected,Abuja,Yes,Yes,Online
VISA001117,UK,Student,Nigeria,2023-04-05,2023-06-30,86,Rejected,Bengaluru,Yes,No,Offline
VISA001118,USA,Student,Philippines,2022-12-22,2023-01-28,37,Approved,Bengaluru,Yes,Yes,Online
VISA001119,UK,Student,Nigeria,2022-11-20,2023-01-10,51,Approved,Abuja,Yes,Yes,Online
VISA001120,UK,Work,Philippines,2022-05-13,2022-07-17,65,Approved,Abuja,Yes,No,Online
VISA001121,UK,Student,Nigeria,2022-05-07,2022-07-09,63,Approved,Manila,Yes,Yes,Online
VISA001122,Canada,Visiting,Brazil,2022-04-16,2022-06-14,59,Approved,Beijing,Yes,Yes,Online
VISA001123,USA,Visiting,Philippines,2023-08-27,2023-09-18,22,Approved,Beijing,No,Yes,Online
VISA001124,Australia,Student,India,2023-01-13,2023-02-11,29,Approved,Manila,Yes,Yes,Online
VISA001125,Australia,Visiting,Philippines,2022-02-20,2022-05-08,77,Rejected,Shanghai,Yes,Yes,Online
VISA001126,USA,Student,China,2022-01-29,2022-04-19,80,Rejected,Bengaluru,Yes,Yes,Online
VISA001127,USA,Student,India,2023-04-07,2023-05-30,53,Approved,Sao Paulo,Yes,No,Online
VISA001128,USA,Tourist,China,2022-10-23,2023-01-06,75,Rejected,Bengaluru,No,No,Offline
VISA001129,Canada,Work,Nigeria,2022-10-24,2022-12-02,39,Approved,Abuja,No,Yes,Online
VISA001130,Australia,Work,India,2023-12-27,2024-02-08,43,Approved,Bengaluru,Yes,Yes,Offline
VISA001131,USA,Tourist,Nigeria,2023-02-11,2023-03-21,38,Approved,Abuja,No,Yes,Online
VISA001132,Canada,Tourist,Bangladesh,2023-09-05,2023-10-17,42,Approved,Bengaluru,Yes,No,Offline
VISA001133,Australia,Work,Nigeria,2023-02-09,2023-04-15,65,Approved,Shanghai,Yes,Yes,Online
VISA001134,UK,Student,Nigeria,2022-12-12,2023-01-23,42,Approved,Sao Paulo,Yes,Yes,Online
VISA001135,Canada,Student,China,2023-09-14,2023-12-11,88,Rejected,Dhaka,No,No,Offline
VISA001136,Australia,Work,Philippines,2023-02-24,2023-04-26,61,Approved,Manila,Yes,Yes,Offline
VISA001137,Canada,Student,Bangladesh,2022-07-01,2022-09-10,71,Rejected,Manila,Yes,Yes,Online
VISA001138,Australia,Tourist,Nigeria,2022-01-01,2022-03-04,62,Approved,Sao Paulo,No,No,Online
VISA001139,Australia,Student,Nigeria,2023-07-21,2023-10-02,73,Rejected,Bengaluru,Yes,No,Online
VISA001140,UK,Student,Bangladesh,2023-01-06,2023-02-16,41,Approved,Dhaka,Yes,Yes,Offline
VISA001141,Canada,Visiting,Bangladesh,2023-10-23,2024-01-07,76,Rejected,Beijing,No,No,Online
VISA001142,USA,Visiting,India,2023-03-07,2023-05-03,57,Approved,Bengaluru,Yes,Yes,Online
VISA001143,UK,Visiting,China,2022-11-05,2023-01-17,73,Rejected,Shanghai,Yes,No,Online
VISA001144,UK,Student,Bangladesh,2022-05-17,2022-06-19,33,Approved,Abuja,Yes,Yes,Online
VISA001145,Australia,Work,Bangladesh,2022-07-21,2022-09-16,57,Approved,Chennai,Yes,No,Offline
VISA001146,USA,Tourist,Brazil,2023-03-12,2023-05-08,57,Approved,Bengaluru,Yes,No,Online
VISA001147,Canada,Student,Philippines,2022-11-09,2022-12-24,45,Approved,Chennai,Yes,No,Online
VISA001148,USA,Work,Bangladesh,2022-04-27,2022-06-25,59,Approved,Bengaluru,Yes,No,Online
VISA001149,USA,Student,China,2023-10-28,2024-01-14,78,Rejected,Sao Paulo,Yes,Yes,Online
VISA001150,USA,Tourist,Philippines,2023-07-29,2023-09-11,44,Approved,Chennai,No,Yes,Online
VISA001151,USA,Student,Philippines,2022-09-01,2022-11-09,69,Rejected,Bengaluru,No,Yes,Online
VISA001152,USA,Tourist,Nigeria,2023-06-21,2023-07-29,38,Approved,Manila,Yes,No,Offline
VISA001153,Australia,Student,Nigeria,2023-08-25,2023-11-19,86,Rejected,Chennai,Yes,No,Online
VISA001154,Australia,Tourist,Nigeria,2022-03-16,2022-05-21,66,Rejected,Bengaluru,No,Yes,Online
VISA001155,UK,Student,Nigeria,2023-01-21,2023-04-11,80,Rejected,Beijing,Yes,No,Online
VISA001156,Australia,Tourist,Brazil,2022-07-29,2022-10-02,65,Approved,Abuja,Yes,No,Online
VISA001157,UK,Visiting,Bangladesh,2023-04-20,2023-06-19,60,Approved,Beijing,No,No,Offline
VISA001158,UK,Student,Nigeria,2023-02-22,2023-04-29,66,Rejected,Dhaka,No,No,Online
VISA001159,Canada,Student,India,2022-12-13,2023-02-03,52,Approved,Bengaluru,No,Yes,Online
VISA001160,USA,Work,Nigeria,2023-06-13,2023-07-13,30,Approved,Mumbai,No,Yes,Online
VISA001161,Australia,Work,Bangladesh,2023-10-02,2023-12-02,61,Approved,Shanghai,Yes,Yes,Online
VISA001162,Canada,Tourist,Nigeria,2022-06-28,2022-08-10,43,Approved,Beijing,Yes,Yes,Online
VISA001163,Australia,Student,Brazil,2022-07-01,2022-08-08,38,Approved,Chennai,Yes,No,Offline
VISA001164,UK,Tourist,China,2023-10-26,2023-12-29,64,Approved,Sao Paulo,Yes,No,Online
VISA001165,Australia,Visiting,China,2022-01-25,2022-03-16,50,Approved,Shanghai,Yes,No,Online
VISA001166,USA,Work,Bangladesh,2022-06-29,2022-09-07,70,Rejected,Mumbai,No,No,Online
VISA001167,UK,Tourist,China,2023-12-11,2024-01-23,43,Approved,Bengaluru,No,Yes,Online
VISA001168,UK,Tourist,China,2023-05-16,2023-07-02,47,Approved,Sao Paulo,Yes,Yes,Online
VISA001169,Canada,Work,India,2022-06-10,2022-08-21,72,Rejected,Bengaluru,No,Yes,Offline
VISA001170,USA,Student,Bangladesh,2022-06-26,2022-08-24,59,Approved,Dhaka,No,Yes,Online
VISA001171,UK,Tourist,Bangladesh,2022-10-12,2022-11-13,32,Approved,Mumbai,Yes,Yes,Online
VISA001172,USA,Work,China,2022-03-04,2022-05-01,58,Approved,Bengaluru,Yes,Yes,Online
VISA001173,Australia,Student,China,2023-10-24,2024-01-09,77,Rejected,Chennai,Yes,Yes,Offline
VISA001174,USA,Visiting,China,2023-10-28,2023-12-14,47,Approved,Dhaka,Yes,Yes,Online
VISA001175,UK,Work,Philippines,2022-06-05,2022-08-07,63,Approved,Manila,Yes,No,Offline
VISA001176,Canada,Tourist,Brazil,2023-04-14,2023-05-26,42,Approved,Mumbai,Yes,Yes,Online
VISA001177,UK,Visiting,Nigeria,2022-02-18,2022-04-11,52,Approved,Abuja,Yes,Yes,Offline
VISA001178,USA,Student,Brazil,2022-03-25,2022-06-04,71,Rejected,Sao Paulo,Yes,Yes,Online
VISA001179,USA,Student,Bangladesh,2022-12-27,2023-02-23,58,Approved,Beijing,No,No,Online
VISA001180,UK,Work,India,2023-11-20,2024-02-02,74,Rejected,Bengaluru,Yes,Yes,Online
VISA001181,USA,Work,Nigeria,2022-05-28,2022-07-28,61,Approved,Sao Paulo,No,Yes,Online
VISA001182,Australia,Work,India,2023-09-22,2023-12-19,88,Rejected,Sao Paulo,Yes,No,Online
VISA001183,UK,Student,Philippines,2022-12-08,2023-01-08,31,Approved,Abuja,Yes,Yes,Online
VISA001184,Canada,Visiting,Bangladesh,2023-04-21,2023-06-11,51,Approved,Abuja,No,No,Online
VISA001185,UK,Student,Philippines,2022-03-04,2022-04-11,38,Approved,Dhaka,Yes,Yes,Online
VISA001186,Australia,Tourist,Bangladesh,2023-12-02,2024-01-10,39,Approved,Mumbai,Yes,Yes,Offline
VISA001187,Australia,Student,India,2022-12-26,2023-02-03,39,Approved,Chennai,No,Yes,Online
VISA001188,Australia,Tourist,India,2023-07-15,2023-09-10,57,Approved,Abuja,Yes,No,Offline
VISA001189,Australia,Visiting,India,2022-11-23,2023-01-20,58,Approved,Abuja,Yes,Yes,Online
VISA001190,Australia,Work,Bangladesh,2022-05-21,2022-07-21,61,Approved,Beijing,Yes,Yes,Online
VISA001191,Canada,Work,China,2022-08-03,2022-09-10,38,Approved,Manila,No,Yes,Online
VISA001192,USA,Student,India,2023-03-11,2023-04-30,50,Approved,Abuja,Yes,Yes,Online
VISA001193,Australia,Work,Philippines,2023-12-24,2024-02-02,40,Approved,Manila,Yes,Yes,Offline
VISA001194,Australia,Visiting,Nigeria,2022-11-14,2023-01-22,69,Rejected,Dhaka,Yes,No,Online
VISA001195,UK,Work,Bangladesh,2022-02-01,2022-03-14,41,Approved,Chennai,Yes,No,Offline
VISA001196,Canada,Student,Philippines,2023-11-01,2023-12-22,51,Approved,Sao Paulo,No,Yes,Offline
VISA001197,Canada,Visiting,Brazil,2022-10-12,2022-12-14,63,Approved,Abuja,Yes,Yes,Online
VISA001198,USA,Tourist,Brazil,2022-11-01,2022-12-16,45,Approved,Bengaluru,Yes,No,Offline
VISA001199,Canada,Student,Nigeria,2023-03-05,2023-05-09,65,Approved,Manila,Yes,Yes,Online
VISA001200,UK,Tourist,China,2023-04-22,2023-07-09,78,Rejected,Beijing,No,Yes,Offline
VISA001201,UK,Visiting,India,2022-10-13,2022-12-09,57,Approved,Beijing,Yes,Yes,Online
VISA001202,USA,Student,Bangladesh,2022-05-24,2022-07-31,68,Rejected,Abuja,No,No,Online
VISA001203,UK,Student,Philippines,2023-02-28,2023-03-23,23,Approved,Mumbai,No,No,Offline
VISA001204,Australia,Visiting,India,2022-01-19,2022-03-08,48,Approved,Sao Paulo,Yes,No,Online
VISA001205,Australia,Work,Philippines,2022-01-18,2022-03-16,57,Approved,Chennai,Yes,Yes,Online
VISA001206,UK,Student,Bangladesh,2023-08-13,2023-09-21,39,Approved,Bengaluru,Yes,Yes,Online
VISA001207,USA,Student,Brazil,2023-01-06,2023-03-05,58,Approved,Mumbai,No,No,Online
VISA001208,Canada,Tourist,India,2022-06-24,2022-09-02,70,Rejected,Beijing,Yes,Yes,Online
VISA001209,USA,Work,Nigeria,2022-07-13,2022-08-08,26,Approved,Manila,Yes,No,Offline
VISA001210,Canada,Tourist,China,2023-05-17,2023-06-23,37,Approved,Manila,No,No,Online
VISA001211,UK,Tourist,Nigeria,2022-04-23,2022-06-19,57,Approved,Mumbai,Yes,Yes,Online
VISA001212,UK,Work,China,2022-04-24,2022-06-24,61,Approved,Manila,Yes,No,Online
VISA001213,Australia,Work,Philippines,2022-08-10,2022-10-15,66,Rejected,Beijing,Yes,Yes,Online
VISA001214,Canada,Visiting,India,2023-11-09,2024-01-04,56,Approved,Mumbai,Yes,No,Online
VISA001215,USA,Work,India,2023-10-06,2023-12-06,61,Approved,Beijing,No,Yes,Offline
VISA001216,UK,Student,China,2022-09-21,2022-11-28,68,Rejected,Bengaluru,Yes,Yes,Offline
VISA001217,USA,Work,Brazil,2022-02-24,2022-04-13,48,Approved,Sao Paulo,Yes,No,Online
VISA001218,Australia,Visiting,Bangladesh,2023-10-05,2023-11-19,45,Approved,Bengaluru,No,No,Online
VISA001219,Canada,Visiting,Nigeria,2023-04-03,2023-05-25,52,Approved,Bengaluru,Yes,Yes,Offline
VISA001220,Canada,Visiting,Philippines,2022-06-11,2022-08-07,57,Approved,Manila,No,Yes,Offline
VISA001221,UK,Work,Nigeria,2023-01-15,2023-03-01,45,Approved,Abuja,No,Yes,Online
VISA001222,Canada,Work,Nigeria,2022-03-28,2022-05-16,49,Approved,Shanghai,Yes,Yes,Online
VISA001223,UK,Tourist,Philippines,2022-02-24,2022-04-25,60,Approved,Manila,Yes,Yes,Offline
VISA001224,Australia,Tourist,Philippines,2023-04-21,2023-06-17,57,Approved,Abuja,No,Yes,Online
VISA001225,Canada,Student,India,2022-06-27,2022-08-18,52,Approved,Beijing,Yes,Yes,Online
VISA001226,UK,Tourist,Nigeria,2023-01-26,2023-02-23,28,Approved,Shanghai,Yes,Yes,Online
VISA001227,USA,Student,Bangladesh,2022-12-15,2023-02-07,54,Approved,Manila,No,Yes,Online
VISA001228,UK,Visiting,Bangladesh,2022-01-08,2022-02-17,40,Approved,Shanghai,Yes,Yes,Online
VISA001229,Canada,Tourist,China,2022-11-09,2023-01-17,69,Rejected,Shanghai,No,Yes,Online
VISA001230,Australia,Work,Philippines,2023-03-19,2023-05-08,50,Approved,Dhaka,Yes,No,Online
VISA001231,Canada,Tourist,India,2022-11-24,2023-01-03,40,Approved,Sao Paulo,Yes,Yes,Online
VISA001232,Canada,Student,Bangladesh,2022-02-23,2022-04-18,54,Approved,Dhaka,Yes,No,Online
VISA001233,UK,Tourist,Brazil,2022-08-27,2022-11-09,74,Rejected,Abuja,No,No,Online
VISA001234,USA,Visiting,India,2022-08-17,2022-10-20,64,Approved,Chennai,Yes,No,Offline
VISA001235,Canada,Work,India,2023-08-02,2023-09-29,58,Approved,Mumbai,No,No,Offline
VISA001236,USA,Student,Bangladesh,2022-02-20,2022-03-27,35,Approved,Chennai,Yes,No,Online
VISA001237,UK,Work,Brazil,2023-09-01,2023-11-19,79,Rejected,Mumbai,Yes,Yes,Online
VISA001238,USA,Work,China,2023-08-27,2023-10-11,45,Approved,Abuja,Yes,Yes,Offline
VISA001239,UK,Student,Bangladesh,2022-09-21,2022-11-29,69,Rejected,Abuja,Yes,No,Online
VISA001240,Australia,Work,Brazil,2023-02-22,2023-04-13,50,Approved,Beijing,Yes,Yes,Online
VISA001241,USA,Work,India,2022-04-06,2022-06-12,67,Rejected,Sao Paulo,Yes,No,Offline
VISA001242,USA,Tourist,Brazil,2022-03-29,2022-06-11,74,Rejected,Shanghai,Yes,Yes,Online
VISA001243,Australia,Work,India,2022-03-19,2022-05-22,64,Approved,Dhaka,No,No,Offline
VISA001244,USA,Work,Bangladesh,2022-10-15,2022-12-20,66,Rejected,Dhaka,Yes,Yes,Offline
VISA001245,Australia,Work,Philippines,2022-04-30,2022-06-22,53,Approved,Abuja,No,Yes,Online
VISA001246,Canada,Work,Bangladesh,2023-05-06,2023-06-23,48,Approved,Dhaka,Yes,Yes,Online
VISA001247,UK,Student,Nigeria,2023-03-28,2023-05-24,57,Approved,Abuja,Yes,No,Online
VISA001248,Australia,Visiting,Nigeria,2023-05-15,2023-07-03,49,Approved,Shanghai,Yes,No,Online
VISA001249,USA,Tourist,Nigeria,2022-06-14,2022-09-14,92,Rejected,Abuja,Yes,Yes,Online
VISA001250,Australia,Work,Bangladesh,2022-07-01,2022-08-10,40,Approved,Beijing,Yes,No,Online
VISA001251,USA,Work,China,2023-04-14,2023-06-23,70,Rejected,Sao Paulo,Yes,Yes,Online
VISA001252,Canada,Student,Bangladesh,2022-01-07,2022-03-10,62,Approved,Bengaluru,Yes,Yes,Offline
VISA001253,Australia,Visiting,Philippines,2022-11-26,2023-01-23,58,Approved,Manila,No,Yes,Online
VISA001254,Canada,Work,Brazil,2023-11-04,2024-01-20,77,Rejected,Sao Paulo,Yes,Yes,Online
VISA001255,UK,Student,Bangladesh,2022-05-31,2022-07-29,59,Approved,Sao Paulo,No,Yes,Online
VISA001256,USA,Tourist,Bangladesh,2022-03-26,2022-05-10,45,Approved,Chennai,Yes,Yes,Online
VISA001257,USA,Tourist,India,2022-05-27,2022-07-25,59,Approved,Mumbai,Yes,No,Online
VISA001258,Canada,Work,India,2023-09-16,2023-11-07,52,Approved,Manila,Yes,No,Online
VISA001259,UK,Work,India,2023-01-16,2023-03-19,62,Approved,Shanghai,Yes,Yes,Online
VISA001260,Australia,Visiting,Bangladesh,2023-07-02,2023-09-07,67,Rejected,Bengaluru,Yes,Yes,Offline
VISA001261,Australia,Visiting,China,2022-10-12,2022-11-23,42,Approved,Bengaluru,Yes,Yes,Offline
VISA001262,USA,Work,Brazil,2023-12-01,2024-02-11,72,Rejected,Sao Paulo,Yes,Yes,Online
VISA001263,Canada,Student,Brazil,2022-03-23,2022-05-13,51,Approved,Beijing,Yes,Yes,Online
VISA001264,Canada,Visiting,Philippines,2023-05-29,2023-07-29,61,Approved,Mumbai,Yes,Yes,Online
VISA001265,Australia,Work,China,2023-12-10,2024-02-12,64,Approved,Abuja,Yes,No,Online
VISA001266,UK,Visiting,China,2023-06-07,2023-08-06,60,Approved,Mumbai,Yes,No,Online
VISA001267,UK,Work,Brazil,2023-01-21,2023-03-15,53,Approved,Chennai,No,Yes,Offline
VISA001268,Australia,Tourist,Nigeria,2023-12-08,2024-01-24,47,Approved,Mumbai,No,Yes,Online
VISA001269,Australia,Work,India,2023-04-16,2023-06-05,50,Approved,Sao Paulo,Yes,Yes,Online
VISA001270,Canada,Tourist,India,2022-04-29,2022-07-16,78,Rejected,Shanghai,No,No,Online
VISA001271,UK,Visiting,Brazil,2023-01-31,2023-03-14,42,Approved,Sao Paulo,No,Yes,Offline
VISA001272,Australia,Work,China,2023-06-16,2023-07-30,44,Approved,Shanghai,Yes,Yes,Offline
VISA001273,Australia,Visiting,Philippines,2022-09-18,2022-10-31,43,Approved,Dhaka,Yes,No,Online
VISA001274,USA,Tourist,Nigeria,2022-09-13,2022-11-09,57,Approved,Shanghai,No,Yes,Online
VISA001275,Australia,Work,Brazil,2022-08-14,2022-09-15,32,Approved,Mumbai,Yes,Yes,Online
VISA001276,Australia,Visiting,India,2022-02-22,2022-03-28,34,Approved,Mumbai,No,Yes,Online
VISA001277,UK,Tourist,Bangladesh,2023-05-15,2023-07-05,51,Approved,Mumbai,Yes,Yes,Online
VISA001278,Canada,Visiting,China,2023-05-21,2023-06-25,35,Approved,Dhaka,Yes,Yes,Offline
VISA001279,UK,Student,Bangladesh,2022-12-30,2023-02-04,36,Approved,Abuja,Yes,Yes,Online
VISA001280,Canada,Tourist,Philippines,2022-10-07,2022-11-11,35,Approved,Manila,Yes,Yes,Offline
VISA001281,USA,Tourist,Brazil,2023-08-16,2023-09-27,42,Approved,Mumbai,No,Yes,Online
VISA001282,Australia,Tourist,India,2023-12-15,2024-02-18,65,Approved,Chennai,No,No,Offline
VISA001283,USA,Work,Nigeria,2022-06-07,2022-08-15,69,Rejected,Bengaluru,Yes,Yes,Offline
VISA001284,Canada,Work,Bangladesh,2023-09-24,2023-12-16,83,Rejected,Bengaluru,Yes,Yes,Online
VISA001285,UK,Work,Nigeria,2022-02-28,2022-05-22,83,Rejected,Manila,No,No,Online
VISA001286,UK,Student,Philippines,2023-12-28,2024-03-03,66,Rejected,Manila,Yes,No,Online
VISA001287,USA,Student,India,2022-05-08,2022-07-17,70,Rejected,Abuja,Yes,No,Offline
VISA001288,Canada,Tourist,Bangladesh,2023-12-22,2024-02-16,56,Approved,Chennai,Yes,Yes,Online
VISA001289,USA,Student,Philippines,2022-04-25,2022-06-26,62,Approved,Sao Paulo,No,Yes,Online
